date,open,high,low,close,volume,cap
2020-02-28,8823.25,8900.0,8445.0,8692.91,71155.208977,71155.208977
2020-02-29,8690.8,8790.0,8523.55,8523.61,36748.183035,36748.183035
2020-03-01,8523.61,8750.0,8411.0,8531.88,43892.201779,43892.201779
2020-03-02,8530.3,8965.75,8498.0,8915.24,60401.31773,60401.31773
2020-03-03,8911.18,8919.65,8651.0,8760.07,55154.997282,55154.997282
2020-03-04,8760.07,8848.29,8660.0,8750.87,38696.482578,38696.482578
2020-03-05,8750.99,9159.42,8746.54,9054.68,58201.866355,58201.866355
2020-03-06,9054.64,9170.0,8985.5,9131.88,43782.948044,43782.948044
2020-03-07,9130.89,9188.0,8835.0,8886.66,45422.204525,45422.204525
2020-03-08,8885.25,8886.76,8000.0,8033.31,77537.315166,77537.315166
2020-03-09,8034.76,8179.31,7632.01,7929.87,116968.863268,116968.863268
2020-03-10,7929.87,8149.0,7728.01,7894.56,86783.443875,86783.443875
2020-03-11,7894.57,7980.0,7590.0,7934.52,79942.411172,79942.411172
2020-03-12,7934.58,7966.17,4410.0,4800.0,261505.608653,261505.608653
2020-03-13,4800.01,5955.0,3782.13,5578.6,402201.673764,402201.673764
2020-03-14,5576.05,5640.52,5055.13,5172.06,136910.135974,136910.135974
2020-03-15,5172.48,5940.0,5093.1,5361.3,139916.146534,139916.146534
2020-03-16,5360.33,5365.42,4442.12,5028.97,227276.92276,227276.92276
2020-03-17,5028.86,5525.0,4921.45,5312.64,150089.926318,150089.926318
2020-03-18,5312.64,5436.17,5009.37,5393.04,137127.634894,137127.634894
2020-03-19,5393.26,6400.0,5252.53,6162.37,199020.873439,199020.873439
2020-03-20,6162.05,6900.0,5670.0,6208.36,219298.329514,219298.329514
2020-03-21,6204.57,6456.98,5860.02,6186.98,128913.668363,128913.668363
2020-03-22,6187.04,6407.87,5734.01,5816.19,119115.990527,119115.990527
2020-03-23,5816.05,6600.0,5688.0,6467.31,164674.215785,164674.215785
2020-03-24,6465.25,6833.0,6371.33,6744.72,151138.009878,151138.009878
2020-03-25,6744.69,6957.96,6450.0,6677.43,132155.734989,132155.734989
2020-03-26,6677.42,6780.0,6510.0,6737.36,83026.555211,83026.555211
2020-03-27,6737.27,6842.59,6261.0,6359.11,82914.968354,82914.968354
2020-03-28,6359.11,6360.0,6024.0,6236.65,93159.693429,93159.693429
2020-03-29,6236.65,6266.0,5866.56,5881.42,63311.627714,63311.627714
2020-03-30,5880.5,6599.0,5857.76,6394.38,118889.549992,118889.549992
2020-03-31,6394.45,6523.23,6321.4,6410.44,72337.595259,72337.595259
2020-04-01,6412.14,6679.94,6150.11,6642.92,97500.7524,97500.7524
2020-04-02,6643.36,7198.0,6551.0,6794.09,149299.906871,149299.906871
2020-04-03,6793.86,7048.0,6602.1,6734.1,104080.276939,104080.276939
2020-04-04,6732.97,6990.41,6650.01,6856.99,72990.861139,72990.861139
